label,c1,c2,h2,intensity
peak171,20.676,18.393,0.242,2762055
peak172,20.675,20.681,-0.364,19553264
peak173,20.898,13.045,-0.574,1092690
peak174,20.914,25.949,0.669,794288
peak175,20.915,20.915,0.585,20948616
peak176,20.917,19.912,0.653,1460727
peak177,20.927,26.309,0.943,907479
peak178,19.912,25.949,0.669,1396874
peak179,19.891,20.917,0.584,1581280
peak180,19.912,19.912,0.653,19605510
peak181,19.894,24.876,0.764,1923484
peak182,26.287,26.306,0.940,22777714
peak183,26.322,23.641,1.059,1439922
peak184,23.601,17.177,1.325,1862917
peak185,23.585,26.290,0.943,1992510
peak186,23.575,23.575,1.059,38039544
peak187,23.755,23.755,0.923,59004180
peak188,23.697,25.709,0.940,3812096
peak189,25.708,23.619,1.059,926307
peak190,25.686,23.755,0.923,2750243
peak191,25.685,25.695,0.939,59438376
peak192,24.861,24.861,0.757,62967888
peak193,24.861,25.088,0.810,1998680
peak194,25.088,24.861,0.757,2448589
peak195,25.089,25.088,0.810,13279882
peak196,27.271,20.186,-0.324,764752
peak197,27.226,27.651,0.477,1403815
peak198,23.255,19.378,1.539,998684
peak199,22.141,27.782,0.927,932981
peak200,22.391,27.822,0.924,780413
peak201,25.932,25.410,0.651,1921622
peak202,24.863,19.949,0.652,1489130
peak203,25.375,19.932,0.656,773776
