label,c1,c2,h2,short_range,intensity
peak186,23.829000,24.580000,0.747000,x,31599582.000000
peak188,20.228001,20.423000,1.381000,,9832557.000000
peak189,19.469000,20.426001,1.380000,,3305210.000000
peak191,22.580000,13.044000,-0.573000,x,6189504.000000
peak192,25.414000,13.046000,-0.573000,,6626003.000000
peak193,25.948999,13.042000,-0.572000,x,7594940.000000
peak194,20.915001,13.048000,-0.575000,x,4503146.000000
peak195,19.912001,13.042000,-0.572000,,2763077.000000
peak196,26.299999,13.042000,-0.572000,,1455462.000000
peak198,19.221001,19.070999,1.432000,,10051843.000000
peak200,21.034000,18.743999,1.411000,,2599288.000000
peak201,20.671000,18.746000,1.414000,,3717432.000000
peak202,22.604000,18.740000,1.411000,,1873071.000000
peak204,19.330999,17.792999,1.472000,,2043233.000000
peak207,26.299999,17.174999,1.323000,,2039056.000000
peak208,23.575001,17.172001,1.323000,x,8492247.000000
peak209,25.686001,17.179001,1.325000,,1933683.000000
peak211,19.070000,19.223000,1.620000,,10323493.000000
peak213,26.694000,25.516001,0.215000,,718782.000000
peak214,24.329000,25.516001,0.215000,,598296.000000
peak215,23.014000,25.514999,0.218000,x,3650152.000000
peak216,20.608999,25.516001,0.221000,,1405540.000000
peak217,22.266001,25.514999,0.218000,,2215988.000000
peak219,27.603001,24.433001,0.033000,,1269520.000000
peak220,20.778999,24.433001,0.033000,,969259.000000
peak221,16.829000,24.434000,0.034000,,671176.000000
peak222,23.125000,24.430000,0.032000,x,1495863.000000
peak223,27.243999,24.434000,0.034000,,576422.000000
peak224,22.832001,24.431000,0.034000,,1506344.000000
peak226,25.693001,22.584000,1.125000,,1721366.000000
peak227,23.919001,22.586000,1.126000,,770024.000000
peak228,13.042000,22.583000,1.123000,x,5052522.000000
peak229,25.414000,22.587000,1.126000,x,4546364.000000
peak230,25.948999,22.580999,1.125000,,4078120.000000
peak231,20.915001,22.580000,1.125000,,1780824.000000
peak232,19.912001,22.582001,1.127000,,1342097.000000
peak233,26.299999,22.580999,1.122000,,301880.000000
peak234,25.686001,22.580000,1.126000,,1381601.000000
peak235,24.861000,22.580999,1.127000,,1006898.000000
peak237,26.694000,22.266001,1.122000,,1219741.000000
peak238,24.329000,22.264999,1.119000,,2466178.000000
peak239,25.514999,22.266001,1.121000,,1866157.000000
peak240,23.014000,22.263000,1.119000,,1260296.000000
peak241,20.608999,22.264000,1.121000,x,3904168.000000
peak243,22.489000,22.041000,1.092000,,4282571.000000
peak244,18.806999,22.040001,1.092000,,826277.000000
peak245,23.509001,22.046000,1.093000,x,6700298.000000
peak246,23.962000,22.042999,1.095000,,655564.000000
peak247,27.789000,22.040001,1.093000,,626028.000000
peak249,23.014000,17.393999,1.041000,,256997.000000
peak250,19.469000,17.396999,1.041000,,812393.000000
peak253,22.580000,20.912001,0.583000,,1972327.000000
peak254,13.042000,20.913000,0.583000,x,4233719.000000
peak255,25.414000,20.915001,0.585000,,3454916.000000
peak256,25.948999,20.916000,0.585000,x,5119320.000000
peak257,19.912001,20.915001,0.586000,x,5178472.000000
peak258,26.299999,20.914000,0.587000,,2227986.000000
peak259,23.575001,20.913000,0.585000,,1565052.000000
peak260,25.686001,20.915001,0.584000,,2691877.000000
peak261,23.754999,20.915001,0.585000,,1533359.000000
peak262,24.861000,20.915001,0.584000,,2433364.000000
peak263,25.087999,20.915001,0.585000,,1101103.000000
peak265,21.034000,21.174999,0.593000,,33581096.000000
peak266,20.671000,21.176001,0.596000,,9965336.000000
peak267,22.604000,21.177000,0.596000,,2359054.000000
peak268,19.216999,21.177999,0.598000,,1861331.000000
peak269,21.007999,21.173000,0.595000,,33581096.000000
peak270,20.681000,21.172001,0.598000,,9965336.000000
peak271,18.400999,21.177999,0.598000,,2407166.000000
peak273,20.671000,21.002001,0.773000,,12366506.000000
peak274,22.604000,21.000999,0.773000,,928631.000000
peak275,24.473000,21.007999,0.776000,,1224470.000000
peak276,19.393999,21.004999,0.779000,,1535534.000000
peak277,19.216999,21.007999,0.779000,,3595730.000000
peak278,21.177999,21.004000,0.776000,x,18268612.000000
peak279,18.400999,21.007999,0.776000,,1796124.000000
peak281,17.080999,23.643999,1.066000,x,7731280.000000
peak282,20.004999,23.645000,1.065000,,183367.000000
peak283,15.830000,23.646999,1.069000,,796275.000000
peak285,20.733999,24.323999,1.123000,,1124123.000000
peak286,20.992001,24.327000,1.122000,,626848.000000
peak287,26.694000,24.329000,1.125000,x,4506286.000000
peak288,25.514999,24.323999,1.124000,,984282.000000
peak289,20.608999,24.329000,1.125000,,1797467.000000
peak290,22.266001,24.322001,1.122000,,2497808.000000
peak292,17.795000,19.334999,1.543000,,1745398.000000
peak293,20.778999,19.330999,1.542000,,750015.000000
peak294,23.191999,19.330000,1.545000,,2012391.000000
peak296,23.919001,19.973000,1.361000,,40691.000000
peak298,20.733999,26.691999,0.983000,,1994656.000000
peak299,20.992001,26.694000,0.982000,,840268.000000
peak300,24.329000,26.693001,0.982000,x,6077724.000000
peak301,25.514999,26.694000,0.983000,,271036.000000
peak302,20.608999,26.694000,0.983000,,2737990.000000
peak303,22.266001,26.694000,0.982000,,1583484.000000
peak305,25.094000,21.016001,-0.316000,,913000.000000
peak306,17.056999,21.011000,-0.316000,x,5199321.000000
peak308,22.604000,20.684000,-0.363000,,1462763.000000
peak309,25.954000,20.681000,-0.367000,,3138816.000000
peak310,24.049000,20.679001,-0.367000,,1480479.000000
peak311,19.216999,20.681000,-0.363000,x,4333528.000000
peak312,21.177999,20.680000,-0.371000,,1593969.000000
peak313,18.400999,20.681000,-0.363000,x,4655046.000000
peak315,27.603001,20.149000,-0.321000,x,2462550.000000
peak316,27.111000,20.145000,-0.322000,,1417722.000000
peak317,22.799999,20.149000,-0.320000,,1388504.000000
peak318,16.829000,20.143000,-0.325000,,1984078.000000
peak319,24.434000,20.142000,-0.325000,,658324.000000
peak320,23.125000,20.149000,-0.320000,,710311.000000
peak321,27.243999,20.149000,-0.320000,,1380746.000000
peak323,27.603001,22.830999,1.327000,,1299841.000000
peak324,27.111000,22.832001,1.323000,,3516756.000000
peak325,24.434000,22.830000,1.320000,,513751.000000
peak326,23.125000,22.832001,1.320000,,557684.000000
peak327,27.243999,22.832001,1.323000,x,3534807.000000
peak329,18.806999,22.489000,0.874000,x,2281717.000000
peak330,23.829000,22.486000,0.874000,,648276.000000
peak331,22.040001,22.486000,0.875000,,3216661.000000
peak332,23.509001,22.489000,0.875000,,2486306.000000
peak333,23.962000,22.483000,0.874000,,859103.000000
peak334,27.789000,22.489000,0.875000,,1410192.000000
peak335,24.796000,22.482000,0.872000,,604154.000000
peak337,20.992001,20.733999,0.941000,x,6360233.000000
peak338,26.694000,20.733999,0.940000,,510352.000000
peak340,20.915001,23.754999,0.924000,,5815584.000000
peak341,19.912001,23.752001,0.920000,,1372606.000000
peak342,26.299999,23.754000,0.923000,,3912799.000000
peak343,23.575001,23.757000,0.924000,,46915696.000000
peak344,25.686001,23.754999,0.924000,x,21413160.000000
peak345,24.861000,23.756001,0.923000,,5752396.000000
peak346,25.087999,23.754999,0.923000,,3697420.000000
peak348,22.489000,23.823999,0.765000,,745740.000000
peak349,18.806999,23.826000,0.765000,,530884.000000
peak350,24.580000,23.829000,0.768000,x,30920536.000000
peak352,20.915001,25.087999,0.811000,,422678.000000
peak353,19.912001,25.084000,0.810000,,1767832.000000
peak354,25.686001,25.084000,0.812000,,3053808.000000
peak355,23.754999,25.083000,0.812000,,2550622.000000
peak356,24.861000,25.087999,0.810000,x,22881862.000000
peak358,22.580000,24.861000,0.761000,,806097.000000
peak359,25.414000,24.862000,0.757000,,3491050.000000
peak360,20.915001,24.860001,0.757000,,2344817.000000
peak361,19.912001,24.858999,0.760000,x,7552432.000000
peak362,25.686001,24.858999,0.757000,,5773583.000000
peak363,23.754999,24.861000,0.752000,,8442057.000000
peak364,25.087999,24.861000,0.757000,x,21813090.000000
peak366,24.393000,24.261999,0.995000,,3528171.000000
peak367,20.445000,24.261000,0.998000,x,2922172.000000
peak369,22.070000,23.964001,0.973000,,2404095.000000
peak370,22.322001,23.964001,0.973000,,2964996.000000
peak371,22.489000,23.964001,0.973000,,1670840.000000
peak372,18.806999,23.962000,0.975000,,617989.000000
peak373,23.509001,23.966000,0.978000,,554106.000000
peak374,27.789000,23.962000,0.975000,x,2085875.000000
peak375,24.796000,23.964001,0.975000,,1061017.000000
peak376,22.417999,23.964001,0.975000,,2455138.000000
peak377,24.516001,23.962000,0.981000,,524607.000000
peak378,21.465000,23.962000,0.975000,,468648.000000
peak380,25.693001,23.912001,1.280000,x,9515309.000000
peak381,19.973000,23.919001,1.277000,,772735.000000
peak383,22.489000,23.500999,1.292000,,4066362.000000
peak384,18.806999,23.509001,1.290000,,1107896.000000
peak385,22.832001,23.504999,1.293000,,525873.000000
peak386,22.040001,23.509001,1.294000,x,7267886.000000
peak387,23.962000,23.506001,1.290000,,1926118.000000
peak388,27.789000,23.509001,1.291000,,1024490.000000
peak390,20.149000,22.799999,0.817000,,1426119.000000
peak391,27.603001,22.802999,0.815000,,3265017.000000
peak392,27.111000,22.802999,0.815000,x,9691483.000000
peak393,16.829000,22.802999,0.817000,,518092.000000
peak394,27.243999,22.799999,0.814000,,4271820.000000
peak397,18.740000,22.605000,0.763000,,1962031.000000
peak398,21.034000,22.604000,0.767000,,3017007.000000
peak399,20.671000,22.607000,0.765000,,3433885.000000
peak400,25.954000,22.604000,0.764000,,1445608.000000
peak401,24.049000,22.604000,0.764000,,1480730.000000
peak402,21.177999,22.605000,0.764000,,1457141.000000
peak403,21.007999,22.605000,0.767000,,3017007.000000
peak404,20.681000,22.604000,0.763000,,3433885.000000
peak405,18.400999,22.604000,0.769000,,2383605.000000
peak407,22.070000,22.320999,0.771000,x,4751664.000000
peak408,23.962000,22.320999,0.772000,,2426821.000000
peak409,27.789000,22.320000,0.775000,,656084.000000
peak410,24.796000,22.322001,0.772000,,757405.000000
peak411,24.516001,22.322001,0.776000,,932310.000000
peak412,21.465000,22.322001,0.772000,,1769833.000000
peak414,18.740000,21.034000,0.815000,,3242982.000000
peak415,20.671000,21.038000,0.815000,x,53483672.000000
peak416,22.604000,21.032000,0.814000,,1771168.000000
peak417,21.177999,21.037001,0.817000,,27836564.000000
peak420,18.740000,20.670000,0.741000,,4159914.000000
peak421,21.034000,20.671000,0.740000,,53785104.000000
peak422,22.604000,20.669001,0.740000,,3862364.000000
peak423,21.177999,20.671000,0.741000,,13135018.000000
peak424,21.007999,20.670000,0.741000,,53785104.000000
peak426,22.322001,22.070000,0.843000,x,3964423.000000
peak427,23.962000,22.072001,0.844000,,2039650.000000
peak428,27.789000,22.072001,0.842000,,225987.000000
peak429,24.796000,22.070000,0.844000,,916497.000000
peak430,24.516001,22.070999,0.844000,,1129256.000000
peak431,21.465000,22.070000,0.844000,,1683449.000000
peak433,22.070000,21.462000,0.851000,,2764798.000000
peak434,22.322001,21.465000,0.848000,,2505424.000000
peak435,20.004999,21.464001,0.851000,,388973.000000
peak436,23.962000,21.465000,0.848000,,1152690.000000
peak437,24.796000,21.466999,0.849000,,1019907.000000
peak438,22.417999,21.465000,0.849000,,2054747.000000
peak439,24.516001,21.465000,0.848000,,2520282.000000
peak441,20.733999,20.992001,0.887000,x,7500458.000000
peak442,14.272000,20.990000,0.885000,,581474.000000
peak443,26.694000,20.992001,0.886000,,650668.000000
peak444,24.329000,20.993000,0.886000,,203164.000000
peak446,26.694000,20.608999,0.796000,,727220.000000
peak447,24.329000,20.605000,0.792000,,831612.000000
peak448,25.514999,20.605000,0.796000,,635773.000000
peak449,23.014000,20.606001,0.799000,,813741.000000
peak450,22.266001,20.608999,0.791000,x,2637966.000000
peak451,20.382999,20.608999,0.796000,,2805922.000000
peak453,27.603001,20.778999,0.392000,,288683.000000
peak454,19.330999,20.771999,0.392000,,689561.000000
peak455,23.191999,20.775000,0.393000,,1989017.000000
peak456,24.434000,20.778000,0.390000,,900881.000000
peak457,23.125000,20.778999,0.393000,,1927201.000000
peak459,24.393000,20.445000,0.572000,,1356702.000000
peak460,24.263000,20.443001,0.573000,x,3389152.000000
peak461,17.225000,20.445000,0.577000,,826046.000000
peak463,24.393000,20.982000,1.132000,,558627.000000
peak464,23.636000,20.981001,1.133000,x,3125526.000000
peak466,14.272000,23.635000,0.921000,,566039.000000
peak467,24.393000,23.635000,0.920000,,1149320.000000
peak468,20.985001,23.636000,0.921000,x,4815568.000000
peak469,17.080999,23.636000,0.920000,,1768555.000000
peak471,23.014000,19.466999,0.666000,,262721.000000
peak472,13.562000,19.469000,0.667000,,747343.000000
peak473,20.228001,19.466999,0.666000,x,2742257.000000
peak474,20.426001,19.466999,0.666000,,2217038.000000
peak475,17.396999,19.469000,0.667000,,1112467.000000
peak477,15.830000,20.007000,0.738000,,408693.000000
peak478,21.465000,20.004999,0.738000,,490970.000000
peak480,23.636000,24.393000,1.262000,,303791.000000
peak481,20.985001,24.393000,1.268000,,427737.000000
peak482,20.445000,24.392000,1.266000,,1176406.000000
peak483,24.263000,24.396999,1.264000,,4620720.000000
peak485,17.179001,23.573999,1.052000,,8585741.000000
peak486,20.915001,23.573999,1.059000,,1714686.000000
peak487,19.912001,23.575001,1.053000,,822407.000000
peak488,26.299999,23.579000,1.061000,x,5969856.000000
peak489,25.686001,23.575001,1.059000,x,6488316.000000
peak490,23.754999,23.572001,1.061000,,13766082.000000
peak492,19.330999,23.191000,0.834000,,1560028.000000
peak493,20.778999,23.191999,0.836000,x,1299641.000000
peak494,24.434000,23.195999,0.832000,,257634.000000
peak496,20.149000,16.823999,1.213000,,1625328.000000
peak497,27.603001,16.829000,1.212000,,660397.000000
peak498,23.125000,16.829000,1.214000,,433553.000000
peak500,24.393000,17.084999,0.281000,,465071.000000
peak501,23.646999,17.087000,0.287000,x,3817961.000000
peak502,24.263000,17.087000,0.287000,,567676.000000
peak504,20.761999,22.868000,1.138000,x,2398257.000000
peak506,20.445000,17.225000,1.400000,,575001.000000
peak508,22.868000,20.761999,0.775000,x,2088817.000000
peak510,22.070000,24.795000,-0.235000,,803183.000000
peak511,22.322001,24.792999,-0.232000,,1387588.000000
peak512,22.489000,24.794001,-0.236000,,1068830.000000
peak513,22.417999,24.796000,-0.231000,,1469401.000000
peak515,22.070000,22.417999,-0.061000,,653387.000000
peak517,23.962000,22.415001,-0.061000,,375249.000000
peak518,24.796000,22.417999,-0.064000,x,506447.000000
peak519,24.516001,22.415001,-0.061000,,396034.000000
peak521,22.070000,24.516001,-0.171000,,928580.000000
peak522,22.322001,24.513000,-0.171000,,844910.000000
peak523,23.962000,24.514000,-0.174000,,378813.000000
peak524,22.417999,24.513000,-0.175000,,683723.000000
peak525,21.465000,24.516001,-0.174000,,1923251.000000
peak528,24.434000,23.125000,-0.204000,x,950640.000000
peak529,27.243999,23.125000,-0.202000,,201708.000000
short_peak71,19.520000,20.257000,1.115000,x,908588.000000
short_peak98,22.429001,24.896000,-0.239000,x,1006748.000000
