label,c1,c2,h2,intensity
peak101,23.442,18.487,0.867,2142577
peak102,22.249,18.490,0.873,11309898
peak103,23.634,18.487,0.869,4964130
peak104,23.849,18.490,0.869,3666911
peak105,28.120,18.487,0.871,6590384
peak106,25.406,18.483,0.869,4663614
peak107,21.409,18.487,0.870,2133426
peak108,22.160,22.160,0.854,37720280
peak109,18.487,22.158,0.852,12121829
peak110,24.954,22.160,0.852,1497004
peak111,23.442,22.167,0.853,3965639
peak112,22.249,22.163,0.854,33495480
peak113,23.634,22.160,0.852,10202148
peak114,23.849,22.160,0.854,6354356
peak115,28.120,22.162,0.854,5945976
peak116,25.406,22.162,0.854,2819632
peak117,23.442,23.442,0.768,191260304
peak118,22.160,23.443,0.768,1690854
peak119,18.487,23.442,0.764,1245166
peak120,24.954,23.442,0.768,64608036
peak121,24.954,24.955,0.742,125060800
peak122,22.160,24.955,0.745,1241488
peak123,18.487,24.954,0.742,1234150
peak124,23.442,24.954,0.743,52314908
peak125,20.077,20.073,-0.868,14019285
peak126,15.862,20.072,-0.867,276276
peak127,13.669,13.669,0.023,74494192
peak128,20.537,13.669,0.022,7390162
peak129,17.429,13.672,0.021,670776
peak130,19.630,13.669,0.023,4325550
peak131,23.364,23.364,1.794,44070980
peak132,19.702,23.363,1.793,917918
peak133,20.717,23.364,1.793,630611
peak134,19.702,19.702,-0.382,24534116
peak135,23.364,19.702,-0.382,1606962
peak136,28.182,19.701,-0.380,11734306
peak137,26.925,19.702,-0.382,4857830
peak138,22.540,19.700,-0.381,4204306
peak139,19.353,19.701,-0.381,1507978
peak140,16.436,19.701,-0.382,6939998
peak141,26.962,19.702,-0.382,4857830
peak142,28.182,28.182,0.511,17028976
peak143,19.702,28.185,0.512,9423735
peak144,26.925,28.184,0.511,8749243
peak145,22.540,28.182,0.515,6606559
peak146,19.353,28.180,0.511,619116
peak147,16.436,28.180,0.517,2391100
peak148,26.962,28.182,0.511,8749243
peak149,23.394,28.182,0.508,3002477
peak150,22.540,22.530,0.814,27135480
peak151,19.702,22.540,0.812,3295500
peak152,28.182,22.538,0.811,7192247
peak153,26.925,22.540,0.814,23780964
peak154,16.436,22.546,0.810,783859
peak155,26.962,22.546,0.814,23780964
peak156,23.394,22.540,0.811,3015273
peak157,26.925,26.925,1.005,65676796
peak158,19.702,26.921,1.007,1988542
peak159,28.182,26.925,1.002,4262588
peak160,22.540,26.925,1.005,18561648
peak161,16.436,26.925,1.004,408752
peak162,26.962,26.926,1.005,65676796
peak163,23.394,26.925,1.005,2359090
peak164,20.537,20.537,1.110,30964936
peak165,13.669,20.534,1.112,4915057
peak166,20.717,20.533,1.112,15394861
peak167,19.630,20.537,1.110,7261949
peak168,20.717,20.717,1.331,66086740
peak169,23.364,20.715,1.332,512859
peak170,20.537,20.715,1.333,30255262
peak171,19.630,20.717,1.333,8418725
peak172,17.429,17.429,1.064,26439246
peak173,22.799,17.427,1.066,1508369
peak174,13.669,17.426,1.065,561318
peak175,19.630,17.427,1.067,3286858
peak176,12.015,17.429,1.064,2795638
peak177,19.630,19.630,0.534,11416590
peak178,13.669,19.632,0.537,2609404
peak179,20.537,19.632,0.534,9885741
peak180,20.717,19.632,0.532,9901144
peak181,17.429,19.630,0.534,3848829
peak182,12.015,12.014,0.156,175305520
peak183,22.799,12.014,0.154,644688
peak184,17.429,12.015,0.156,7753078
peak185,18.221,18.221,1.637,54307896
peak186,20.462,18.222,1.635,8953036
peak187,18.521,18.223,1.637,6277856
peak188,18.521,18.521,1.080,11236747
peak189,18.221,18.520,1.082,4562082
peak190,20.462,18.520,1.084,11171944
peak191,19.353,18.521,1.080,3573852
peak192,20.462,20.462,1.043,49768956
peak193,18.221,20.466,1.044,9945217
peak194,18.521,20.466,1.043,13777710
peak195,19.353,20.462,1.044,3979184
peak196,19.353,19.353,1.272,7405271
peak197,20.462,19.352,1.271,2266065
peak198,18.521,19.352,1.272,2653733
peak199,16.436,19.353,1.270,1765630
peak200,16.436,16.436,1.090,17800156
peak201,19.702,16.433,1.095,5090960
peak202,28.182,16.433,1.092,2284448
peak203,22.540,16.436,1.093,819526
peak204,19.353,16.436,1.090,2034122
peak205,20.877,20.875,0.984,115833056
peak206,22.683,20.877,0.984,36699232
peak207,22.683,22.683,1.087,109487544
peak208,20.877,22.683,1.088,46854052
peak209,23.394,23.394,1.342,24104426
peak210,28.182,23.395,1.340,3130912
peak211,26.925,23.394,1.342,13763676
peak212,22.540,23.393,1.341,3109286
peak213,26.962,23.393,1.341,13763676
peak214,23.634,23.394,1.340,2974004
peak215,26.962,26.962,0.776,21456380
peak216,19.702,26.966,0.779,2469025
peak217,28.182,26.962,0.773,5303334
peak218,26.925,26.961,0.772,21456380
peak219,22.540,26.960,0.776,6066900
peak220,23.394,26.962,0.771,9267280
peak221,22.249,22.249,1.014,72064648
peak222,22.160,22.249,1.013,69917440
peak223,18.487,22.247,1.013,4495624
peak224,23.634,22.247,1.014,23711366
peak225,28.120,22.249,1.014,2957288
peak226,23.634,23.630,1.246,56497080
peak227,22.160,23.632,1.240,33974568
peak228,18.487,23.632,1.246,4170480
peak229,23.394,23.634,1.243,5932112
peak230,22.249,23.634,1.247,33835892
peak231,28.120,23.638,1.246,2818262
peak232,23.849,23.848,1.003,25659720
peak233,21.823,23.849,1.002,5500836
peak234,22.108,23.849,1.001,9363091
peak235,22.160,23.847,1.008,8863622
peak236,18.487,23.849,1.003,3758515
peak237,28.120,23.841,1.005,7501841
peak238,25.406,23.849,1.003,5386632
peak239,21.409,23.842,1.005,6110920
peak240,24.431,23.842,1.003,1506555
peak241,21.418,23.849,1.003,6110920
peak242,28.120,28.120,1.013,13503700
peak243,21.823,28.123,1.016,1850638
peak244,22.108,28.125,1.012,7708638
peak245,22.160,28.124,1.014,9005145
peak246,18.487,28.120,1.012,5709108
peak247,22.249,28.127,1.012,7471386
peak248,23.634,28.120,1.013,4034030
peak249,23.849,28.122,1.013,5826829
peak250,25.406,28.121,1.012,2117659
peak251,21.409,28.120,1.012,2099744
peak252,21.409,21.404,-0.108,25192914
peak253,21.823,21.404,-0.108,4984591
peak254,22.108,21.409,-0.107,4563931
peak255,18.487,21.405,-0.105,1781056
peak256,23.849,21.409,-0.108,4109632
peak257,28.120,21.407,-0.105,1780188
peak258,25.406,21.408,-0.105,12956997
peak259,24.431,21.408,-0.103,2501896
peak260,21.418,21.409,-0.108,25192914
peak261,25.406,25.406,0.414,25820068
peak262,21.823,25.405,0.415,3321424
peak263,22.108,25.403,0.414,4636670
peak264,22.160,25.403,0.416,4606384
peak265,18.487,25.403,0.416,4364742
peak266,23.849,25.406,0.414,4240076
peak267,28.120,25.404,0.410,2635667
peak268,21.409,25.406,0.414,12653952
peak269,24.431,25.405,0.414,1169403
peak270,21.418,21.418,0.855,30818916
peak271,21.823,21.417,0.854,6044533
peak272,22.108,21.413,0.854,5512623
peak273,23.849,21.415,0.855,2339343
peak274,21.409,21.415,0.852,30818916
peak275,24.431,21.418,0.855,6739868
peak276,24.431,24.436,-0.120,4466256
peak277,21.823,24.436,-0.126,2609912
peak278,22.108,24.435,-0.124,2380334
peak279,23.849,24.438,-0.128,1054671
peak280,25.406,24.432,-0.126,1113283
peak281,21.409,24.431,-0.123,6915538
peak282,21.418,24.431,-0.126,6915538
peak283,14.270,14.270,0.676,132309160
peak284,22.636,14.271,0.676,3701401
peak285,22.636,22.636,0.719,26800612
peak286,14.270,22.636,0.712,1628976
peak287,25.936,22.633,0.719,1953266
peak288,24.231,22.632,0.715,2545105
peak289,21.399,22.634,0.710,1901943
peak290,20.742,22.635,0.719,2405281
peak291,18.513,22.634,0.714,5431171
peak292,25.936,25.933,0.653,76417896
peak293,22.636,25.934,0.652,5518212
peak294,24.231,25.934,0.652,17482234
peak295,19.168,25.936,0.653,3496157
peak296,20.742,25.937,0.654,6791986
peak297,18.513,25.937,0.653,6048025
peak298,24.231,24.231,0.562,79205984
peak299,22.636,24.229,0.568,2915702
peak300,25.936,24.231,0.567,25851326
peak301,19.168,24.230,0.567,2320072
peak302,20.742,24.232,0.568,4004816
peak303,18.513,24.231,0.568,6022539
peak304,22.581,22.583,1.152,19432482
peak305,25.673,22.582,1.151,2214421
peak306,24.085,22.581,1.151,1438987
peak307,12.932,22.583,1.150,8868304
peak308,25.430,22.581,1.152,7189108
peak309,25.978,22.581,1.158,7852420
peak310,20.972,22.586,1.147,4803668
peak311,19.945,22.581,1.152,2631323
peak312,25.807,22.587,1.148,3398865
peak313,23.640,22.581,1.152,397704
peak314,24.868,22.588,1.152,1017954
peak315,25.142,22.581,1.152,1447909
peak316,24.085,24.085,1.260,72741160
peak317,22.581,24.083,1.262,1605323
peak318,25.673,24.084,1.263,23407006
peak319,19.961,24.085,1.262,1535107
peak320,25.673,25.675,1.047,69502088
peak321,22.581,25.673,1.044,680431
peak322,24.085,25.674,1.047,21265924
peak323,25.430,25.674,1.047,16248000
peak324,17.274,17.274,0.040,66969052
peak325,12.932,12.932,-0.587,41200456
peak326,22.581,12.932,-0.586,13126714
peak327,25.673,12.930,-0.587,2958800
peak328,25.430,12.932,-0.588,9410970
peak329,25.978,12.931,-0.587,10853991
peak330,20.972,12.932,-0.583,8645444
peak331,19.945,12.930,-0.587,4241854
peak332,25.430,25.432,0.650,113852056
peak333,22.581,25.434,0.651,9880758
peak334,25.673,25.434,0.654,13804362
peak335,12.932,25.433,0.654,8070198
peak336,25.978,25.434,0.651,28407032
peak337,25.103,25.430,0.653,8583073
peak338,25.775,25.435,0.651,15667906
peak339,20.991,25.430,0.650,6619937
peak340,23.916,25.430,0.649,9363788
peak341,20.972,25.431,0.651,6477282
peak342,19.945,25.432,0.651,6002535
peak343,25.978,25.978,0.667,119629344
peak344,22.581,25.978,0.666,11184881
peak345,12.932,25.976,0.667,8793001
peak346,25.430,25.978,0.666,28446142
peak347,25.775,25.979,0.667,42951020
peak348,23.916,25.975,0.665,7191821
peak349,20.972,25.978,0.667,11841708
peak350,19.945,25.977,0.671,10352387
peak351,24.868,25.977,0.668,5010574
peak352,25.142,25.978,0.667,7954860
peak353,25.103,25.103,1.014,291232992
peak354,25.430,25.104,1.012,6864836
peak355,25.775,25.106,1.013,55359480
peak356,23.916,25.102,1.014,13871295
peak357,19.484,25.103,1.015,565843
peak358,25.775,25.775,1.018,251883536
peak359,25.430,25.776,1.018,12233130
peak360,25.978,25.775,1.017,24001014
peak361,25.103,25.774,1.017,57104508
peak362,20.991,25.774,1.018,1945879
peak363,23.916,25.775,1.016,18828572
peak364,17.114,17.113,-0.066,14648239
peak365,20.991,17.114,-0.066,11081039
peak366,20.991,20.991,-0.320,24666500
peak367,25.673,20.995,-0.324,1728962
peak368,25.430,20.991,-0.324,1059632
peak369,25.775,20.992,-0.320,2981302
peak370,17.114,20.991,-0.321,10150667
peak371,23.916,20.994,-0.320,983940
peak372,19.961,19.961,1.347,6927672
peak373,24.085,19.960,1.347,841139
peak374,23.916,23.916,1.454,20024374
peak375,25.430,23.914,1.457,6371306
peak376,25.978,23.916,1.454,5923960
peak377,25.103,23.915,1.456,10114000
peak378,25.775,23.914,1.456,13297370
peak379,20.991,23.916,1.455,777345
peak380,24.608,23.915,1.454,2784192
peak381,19.484,23.914,1.452,948862
peak382,19.168,23.916,1.450,660099
peak383,24.608,24.604,1.400,32119438
peak384,23.916,24.605,1.401,2891336
peak385,19.484,24.607,1.405,3281379
peak386,19.168,24.608,1.405,2968696
peak387,21.141,24.606,1.401,1600095
peak388,18.513,24.606,1.400,649902
peak389,19.168,19.167,-0.062,31451382
peak390,25.936,19.168,-0.061,4350310
peak391,24.231,19.162,-0.062,2176315
peak392,23.916,19.168,-0.058,686401
peak393,24.608,19.163,-0.058,2669090
peak394,19.484,19.164,-0.062,17120746
peak395,21.399,19.168,-0.062,2186175
peak396,21.141,19.167,-0.061,3788133
peak397,20.742,19.167,-0.060,7253756
peak398,18.513,19.168,-0.062,5035622
peak399,19.484,19.484,-0.287,29358544
peak400,23.916,19.483,-0.285,940068
peak401,24.608,19.482,-0.285,2701050
peak402,19.168,19.482,-0.287,16277939
peak403,21.141,19.484,-0.287,1817428
peak404,18.513,19.484,-0.284,4085916
peak405,21.141,21.143,0.767,62253132
peak406,24.608,21.141,0.768,1510341
peak407,19.484,21.141,0.771,2351252
peak408,19.168,21.140,0.768,3662979
peak409,21.399,21.140,0.770,29062204
peak410,18.513,21.141,0.768,2354436
peak411,21.399,21.399,0.580,46174852
peak412,22.636,21.393,0.581,2807662
peak413,19.168,21.399,0.580,2063326
peak414,21.141,21.397,0.584,30607020
peak415,20.742,21.397,0.580,3589171
peak416,18.513,21.399,0.580,4577057
peak417,18.513,18.511,0.254,25718126
peak418,22.636,18.511,0.256,5576282
peak419,25.936,18.513,0.253,6974668
peak420,24.231,18.512,0.253,4988980
peak421,24.608,18.512,0.253,867698
peak422,19.484,18.513,0.256,4151858
peak423,19.168,18.514,0.257,4428068
peak424,21.399,18.514,0.257,3817108
peak425,21.141,18.513,0.256,2759386
peak426,20.742,18.510,0.256,11710513
peak427,20.742,20.743,-0.315,17676042
peak428,22.636,20.742,-0.312,1929768
peak429,25.936,20.742,-0.312,6507214
peak430,24.231,20.740,-0.313,3526170
peak431,19.168,20.741,-0.315,6860880
peak432,21.399,20.741,-0.317,2532261
peak433,18.513,20.742,-0.315,11539577
peak434,19.945,19.945,0.660,31520872
peak435,22.581,19.942,0.660,3234712
peak436,12.932,19.945,0.661,3858289
peak437,25.430,19.946,0.661,6853595
peak438,25.978,19.945,0.660,12573367
peak439,20.972,19.942,0.665,11440308
peak440,25.807,19.944,0.660,7141496
peak441,23.640,19.945,0.667,2934658
peak442,24.868,19.948,0.660,15171522
peak443,25.142,19.945,0.664,7081818
peak444,20.972,20.973,0.589,19073502
peak445,22.581,20.972,0.589,4450006
peak446,12.932,20.972,0.585,7456849
peak447,25.430,20.976,0.589,5644970
peak448,25.978,20.972,0.585,10609106
peak449,19.945,20.973,0.589,10324810
peak450,26.262,20.970,0.589,6855404
peak451,25.807,20.975,0.584,6053840
peak452,23.640,20.972,0.584,2777138
peak453,24.868,20.974,0.582,4458397
peak454,25.142,20.972,0.589,2531062
peak455,23.368,23.367,1.071,54800876
peak456,26.262,23.368,1.072,15864886
peak457,25.807,23.367,1.071,19081810
peak458,23.640,23.368,1.076,19614356
peak459,26.262,26.262,0.942,28552306
peak460,20.972,26.261,0.941,5258735
peak461,23.368,26.262,0.941,17587282
peak462,25.807,26.261,0.941,7906299
peak463,23.640,26.262,0.942,5707588
peak464,23.640,23.640,0.937,134612656
peak465,22.581,23.645,0.937,959807
peak466,20.972,23.640,0.933,3140160
peak467,19.945,23.642,0.937,3078330
peak468,26.262,23.641,0.938,7709329
peak469,23.368,23.640,0.937,19985956
peak470,25.807,23.640,0.941,37586512
peak471,24.868,23.640,0.937,7190474
peak472,25.142,23.640,0.937,7526271
peak473,25.807,25.807,0.944,88028064
peak474,22.581,25.806,0.944,973602
peak475,20.972,25.804,0.942,4015746
peak476,19.945,25.807,0.944,3525533
peak477,26.262,25.805,0.942,9940877
peak478,23.368,25.807,0.943,14735773
peak479,23.640,25.803,0.943,32848926
peak480,24.868,25.807,0.944,7850880
peak481,25.142,25.142,0.851,243936256
peak482,22.581,25.144,0.850,1001553
peak483,25.978,25.142,0.850,4140864
peak484,20.972,25.140,0.851,2130238
peak485,19.945,25.140,0.852,6243766
peak486,23.640,25.142,0.851,6734912
peak487,24.868,25.141,0.851,54131824
peak488,24.868,24.868,0.777,187922224
peak489,22.581,24.867,0.778,2003054
peak490,25.978,24.867,0.778,7989143
peak491,20.972,24.868,0.777,5471814
peak492,19.945,24.866,0.773,14983724
peak493,25.807,24.868,0.772,11189746
peak494,23.640,24.864,0.777,9148296
peak495,25.142,24.863,0.777,54895944
peak496,23.747,23.747,0.821,649865088
peak497,24.594,24.594,0.874,603156864
peak498,23.745,24.620,0.874,68554240
peak499,24.574,23.744,0.821,79734960
